질환명,링크
산동 검사 [mydriasis test],https://terms.naver.com/entry.naver?docId=927706&cid=51007&categoryId=51007
산욕기 감염 [puerperal infection],https://terms.naver.com/entry.naver?docId=926845&cid=51007&categoryId=51007
산전 검사 [prenatal tests],https://terms.naver.com/entry.naver?docId=927709&cid=51007&categoryId=51007
산후 우울증 [postpartum depression],https://terms.naver.com/entry.naver?docId=927187&cid=51007&categoryId=51007
삼각섬유연골복합체 [Triangular fibrocartilage complex],https://terms.naver.com/entry.naver?docId=6225913&cid=51007&categoryId=51007
삼각섬유연골복합체수술 [Triangular fibrocartilage complex surgery],https://terms.naver.com/entry.naver?docId=6225741&cid=51007&categoryId=51007
삼차 신경병증 [trigeminal neuropathy],https://terms.naver.com/entry.naver?docId=926687&cid=51007&categoryId=51007
삼출성중이염 [Otitis media with effusion],https://terms.naver.com/entry.naver?docId=6226098&cid=51007&categoryId=51007
상과염 [epicondylitis],https://terms.naver.com/entry.naver?docId=2119761&cid=51007&categoryId=51007
상복부 초음파 검사 [abdomen ultrasonography],https://terms.naver.com/entry.naver?docId=927626&cid=51007&categoryId=51007
상상 임신 [pseudocyesis],https://terms.naver.com/entry.naver?docId=927534&cid=51007&categoryId=51007
상염색체 우성 다낭성 신종 [autosomal dominant polycystic kidney disease],https://terms.naver.com/entry.naver?docId=927132&cid=51007&categoryId=51007
샅백선 [tinea cruris],https://terms.naver.com/entry.naver?docId=927094&cid=51007&categoryId=51007
새가슴 [pectus carinatum],https://terms.naver.com/entry.naver?docId=927539&cid=51007&categoryId=51007
새열낭종 [Branchial cleft cyst],https://terms.naver.com/entry.naver?docId=6226019&cid=51007&categoryId=51007
색각검사 [Color blindness test],https://terms.naver.com/entry.naver?docId=6225858&cid=51007&categoryId=51007
색각이상 [color blindness],https://terms.naver.com/entry.naver?docId=927137&cid=51007&categoryId=51007
색소성양진 [Prurigo pigmentosa],https://terms.naver.com/entry.naver?docId=6225933&cid=51007&categoryId=51007
생리불순 [menstrual irregularity],https://terms.naver.com/entry.naver?docId=927418&cid=51007&categoryId=51007
생식기여드름 [Genital folliculitis],https://terms.naver.com/entry.naver?docId=6225795&cid=51007&categoryId=51007
생활습관병 [lifestyle related disease],https://terms.naver.com/entry.naver?docId=927356&cid=51007&categoryId=51007
서맥 [Bradycardia],https://terms.naver.com/entry.naver?docId=6226057&cid=51007&categoryId=51007
서번트 증후군 [Savant syndrome],https://terms.naver.com/entry.naver?docId=2120080&cid=51007&categoryId=51007
서혜부 탈장 [inguinal hernia],https://terms.naver.com/entry.naver?docId=926729&cid=51007&categoryId=51007
석회성건염 [Calcific tendinitis],https://terms.naver.com/entry.naver?docId=6226087&cid=51007&categoryId=51007
"선열 [granular fever, infectious mononucleosis]",https://terms.naver.com/entry.naver?docId=927237&cid=51007&categoryId=51007
선천성 결함 [congenital defect],https://terms.naver.com/entry.naver?docId=927053&cid=51007&categoryId=51007
선천성 근육병증 [congenital myopathy],https://terms.naver.com/entry.naver?docId=927013&cid=51007&categoryId=51007
선천성 대사 이상 질환 [inborn error of metabolism],https://terms.naver.com/entry.naver?docId=927248&cid=51007&categoryId=51007
선천성 대사이상 선별검사 [neonatal screening test],https://terms.naver.com/entry.naver?docId=927684&cid=51007&categoryId=51007
선천성 만곡족 [Congenital clubfoot],https://terms.naver.com/entry.naver?docId=5749217&cid=51007&categoryId=51007
선천성 수족부 기형 [Congenital limb anomaly],https://terms.naver.com/entry.naver?docId=5749218&cid=51007&categoryId=51007
선천성 심장병 [congenital heart disease],https://terms.naver.com/entry.naver?docId=927341&cid=51007&categoryId=51007
선천성 심장병 수술 [congenital cardiac surgery],https://terms.naver.com/entry.naver?docId=927845&cid=51007&categoryId=51007
선천성 외이 기형 [congenital malformation of external ear],https://terms.naver.com/entry.naver?docId=927045&cid=51007&categoryId=51007
선천성면역결핍증후군 [Congenital immunodeficiency syndrome],https://terms.naver.com/entry.naver?docId=6225760&cid=51007&categoryId=51007
선택적함구증 [Selective mutism],https://terms.naver.com/entry.naver?docId=6226051&cid=51007&categoryId=51007
설사 [diarrhea],https://terms.naver.com/entry.naver?docId=927425&cid=51007&categoryId=51007
설소대 단축증 [ankyloglossia],https://terms.naver.com/entry.naver?docId=927076&cid=51007&categoryId=51007
설암 [tongue cancer],https://terms.naver.com/entry.naver?docId=927077&cid=51007&categoryId=51007
설염 [glossitis],https://terms.naver.com/entry.naver?docId=927283&cid=51007&categoryId=51007
설태 [coated tongue],https://terms.naver.com/entry.naver?docId=927511&cid=51007&categoryId=51007
섬망 [delirium],https://terms.naver.com/entry.naver?docId=927366&cid=51007&categoryId=51007
섬유근육통 [fibromyalgia],https://terms.naver.com/entry.naver?docId=927087&cid=51007&categoryId=51007
섬유선종 [fibroadenoma],https://terms.naver.com/entry.naver?docId=927063&cid=51007&categoryId=51007
섬유종 [fibroma],https://terms.naver.com/entry.naver?docId=927234&cid=51007&categoryId=51007
성교통 [dyspareunia],https://terms.naver.com/entry.naver?docId=927473&cid=51007&categoryId=51007
성기 클라미디아 감염증 [genital chlamydial infection],https://terms.naver.com/entry.naver?docId=926599&cid=51007&categoryId=51007
성대 마비 [vocal cord paralysis],https://terms.naver.com/entry.naver?docId=927288&cid=51007&categoryId=51007
성대 주입 성형술 [injection laryngoplasty],https://terms.naver.com/entry.naver?docId=927756&cid=51007&categoryId=51007
성대결절 [vocal nodules],https://terms.naver.com/entry.naver?docId=926751&cid=51007&categoryId=51007
성도착증 [Paraphilia],https://terms.naver.com/entry.naver?docId=6226036&cid=51007&categoryId=51007
성매개감염병 [Sexually Transmitted Infection],https://terms.naver.com/entry.naver?docId=927315&cid=51007&categoryId=51007
성병 검사 [STD testing],https://terms.naver.com/entry.naver?docId=927705&cid=51007&categoryId=51007
"성욕장애 [sexual desire disorder, hypoactyive sexual desire disorder]",https://terms.naver.com/entry.naver?docId=927258&cid=51007&categoryId=51007
성인 예방접종 [adult immunization],https://terms.naver.com/entry.naver?docId=927717&cid=51007&categoryId=51007
성장통 [growing pain],https://terms.naver.com/entry.naver?docId=927487&cid=51007&categoryId=51007
성장호르몬결핍증 [Growth hormone deficiency],https://terms.naver.com/entry.naver?docId=6226020&cid=51007&categoryId=51007
성전환수술 [Sex reassignment surgery],https://terms.naver.com/entry.naver?docId=6225965&cid=51007&categoryId=51007
성조숙증 [precocious puberty],https://terms.naver.com/entry.naver?docId=926654&cid=51007&categoryId=51007
성홍열 [scarlet fever],https://terms.naver.com/entry.naver?docId=927159&cid=51007&categoryId=51007
세균성 이질 [shigellosis],https://terms.naver.com/entry.naver?docId=927017&cid=51007&categoryId=51007
세균성 질염 [bacterial vaginosis],https://terms.naver.com/entry.naver?docId=926863&cid=51007&categoryId=51007
세로토닌증후군 [Serotonin syndrome],https://terms.naver.com/entry.naver?docId=6225891&cid=51007&categoryId=51007
셀룰라이트 [cellulite],https://terms.naver.com/entry.naver?docId=927517&cid=51007&categoryId=51007
소건막류 [Tailor's bunion],https://terms.naver.com/entry.naver?docId=6225962&cid=51007&categoryId=51007
소세포폐암 [small cell lung cancer],https://terms.naver.com/entry.naver?docId=926986&cid=51007&categoryId=51007
소수포 [vesicle],https://terms.naver.com/entry.naver?docId=927404&cid=51007&categoryId=51007
소아 급성 백혈병 [acute leukemia],https://terms.naver.com/entry.naver?docId=2119741&cid=51007&categoryId=51007
소아 급성 설사 [acute diarrhea in children],https://terms.naver.com/entry.naver?docId=927483&cid=51007&categoryId=51007
소아 기능성 복통 [childhood functional abdominal pain],https://terms.naver.com/entry.naver?docId=927486&cid=51007&categoryId=51007
소아 기침 [cough in children],https://terms.naver.com/entry.naver?docId=927579&cid=51007&categoryId=51007
소아 단백뇨 [childhood proteinuria],https://terms.naver.com/entry.naver?docId=927481&cid=51007&categoryId=51007
소아 발열 [fever in children],https://terms.naver.com/entry.naver?docId=927522&cid=51007&categoryId=51007
소아 변비 [childhood constipation],https://terms.naver.com/entry.naver?docId=927482&cid=51007&categoryId=51007
소아 위식도 역류 [gastroesophageal reflux],https://terms.naver.com/entry.naver?docId=927043&cid=51007&categoryId=51007
소아 천식 [pediatric asthma],https://terms.naver.com/entry.naver?docId=927160&cid=51007&categoryId=51007
소아 탈장 [pediatric inguinal hernia],https://terms.naver.com/entry.naver?docId=927309&cid=51007&categoryId=51007
소아 폐렴 [pneumonia in children],https://terms.naver.com/entry.naver?docId=2119740&cid=51007&categoryId=51007
소아 혈뇨 [childhood hematuria],https://terms.naver.com/entry.naver?docId=927485&cid=51007&categoryId=51007
소아간수치 [Normal transaminase levels in children],https://terms.naver.com/entry.naver?docId=6225733&cid=51007&categoryId=51007
소아강박증 [Obsessive compulsive disorder in children],https://terms.naver.com/entry.naver?docId=6225998&cid=51007&categoryId=51007
소아건선 [Psoriasis in children],https://terms.naver.com/entry.naver?docId=6225739&cid=51007&categoryId=51007
소아기도폐쇄 [Airway obstruction in children],https://terms.naver.com/entry.naver?docId=6225716&cid=51007&categoryId=51007
소아뇌전증 [epilepsy in childhood],https://terms.naver.com/entry.naver?docId=927244&cid=51007&categoryId=51007
소아당뇨병 [diabetes mellitus in child and adolescent],https://terms.naver.com/entry.naver?docId=927247&cid=51007&categoryId=51007
소아두통 [Pediatric headache],https://terms.naver.com/entry.naver?docId=6225798&cid=51007&categoryId=51007
소아마비 [polio],https://terms.naver.com/entry.naver?docId=926655&cid=51007&categoryId=51007
소아무좀 [Tinea pedis in children],https://terms.naver.com/entry.naver?docId=6225738&cid=51007&categoryId=51007
소아물집 [Blister in children],https://terms.naver.com/entry.naver?docId=6225712&cid=51007&categoryId=51007
소아백반증 [Vitiligo in children],https://terms.naver.com/entry.naver?docId=6225783&cid=51007&categoryId=51007
소아백혈구수치 [Normal WBC count in children],https://terms.naver.com/entry.naver?docId=6225751&cid=51007&categoryId=51007
소아부비동염 [Sinusitis in children],https://terms.naver.com/entry.naver?docId=6225746&cid=51007&categoryId=51007
소아비만 [obesity],https://terms.naver.com/entry.naver?docId=926656&cid=51007&categoryId=51007
소아빈뇨 [Urinary frequency in children],https://terms.naver.com/entry.naver?docId=6225892&cid=51007&categoryId=51007
소아소화불량 [Dyspepsia in children],https://terms.naver.com/entry.naver?docId=6225744&cid=51007&categoryId=51007
소아염증수치 [Inflammatory markers in children],https://terms.naver.com/entry.naver?docId=6225750&cid=51007&categoryId=51007
소아접촉피부염 [Contact dermatitis in children],https://terms.naver.com/entry.naver?docId=6225815&cid=51007&categoryId=51007
소아정상체온 [Normal body temperature in children],https://terms.naver.com/entry.naver?docId=6225742&cid=51007&categoryId=51007
소아지루성피부염 [Seborrheic dermatitis in children],https://terms.naver.com/entry.naver?docId=6225722&cid=51007&categoryId=51007
소아질염 [Pediatric vaginitis],https://terms.naver.com/entry.naver?docId=6225780&cid=51007&categoryId=51007
소아청소년 부정맥 [cardiac arrhythmia in children and adolescents],https://terms.naver.com/entry.naver?docId=927042&cid=51007&categoryId=51007
소아청소년 빈혈 [anemia in children],https://terms.naver.com/entry.naver?docId=927251&cid=51007&categoryId=51007
소아청소년기 두통 [headache in children and adolescents],https://terms.naver.com/entry.naver?docId=927523&cid=51007&categoryId=51007
소아청소년기 흉통 [chest pain in children and adolescents],https://terms.naver.com/entry.naver?docId=927484&cid=51007&categoryId=51007
소아치핵 [Hemorrhoid in children],https://terms.naver.com/entry.naver?docId=6225790&cid=51007&categoryId=51007
소아크론병 [Pediatric Crohn's disease],https://terms.naver.com/entry.naver?docId=6225791&cid=51007&categoryId=51007
소아팔꿈치탈구 [Pulled elbow],https://terms.naver.com/entry.naver?docId=6225727&cid=51007&categoryId=51007
소아피부염 [Dermatitis in children],https://terms.naver.com/entry.naver?docId=6225714&cid=51007&categoryId=51007
소아항생제설사 [Clostridium difficile associated diarrhea in children],https://terms.naver.com/entry.naver?docId=6225810&cid=51007&categoryId=51007
소아혓바늘 [Aphthous ulcer in tongue in children],https://terms.naver.com/entry.naver?docId=6225717&cid=51007&categoryId=51007
소양감 [pruritus],https://terms.naver.com/entry.naver?docId=927405&cid=51007&categoryId=51007
소와각질융해증 [Pitted keratolysis],https://terms.naver.com/entry.naver?docId=6225921&cid=51007&categoryId=51007
소음순 수술 [labia minora reduction],https://terms.naver.com/entry.naver?docId=927862&cid=51007&categoryId=51007
소장 이식 [small bowel transplantation],https://terms.naver.com/entry.naver?docId=927787&cid=51007&categoryId=51007
소장 조영검사 [small bowel series],https://terms.naver.com/entry.naver?docId=927641&cid=51007&categoryId=51007
소장암 [small bowel neoplasm],https://terms.naver.com/entry.naver?docId=927253&cid=51007&categoryId=51007
소화불량 [dyspepsia],https://terms.naver.com/entry.naver?docId=927426&cid=51007&categoryId=51007
속발성 고혈압 [secondary hypertension],https://terms.naver.com/entry.naver?docId=926909&cid=51007&categoryId=51007
손가락 골절 수술 [Finger fracture surgery],https://terms.naver.com/entry.naver?docId=6225876&cid=51007&categoryId=51007
손가락골절 [Finger fracture],https://terms.naver.com/entry.naver?docId=6226016&cid=51007&categoryId=51007
손가락인대파열 [Ligament rupture in the finger],https://terms.naver.com/entry.naver?docId=6225940&cid=51007&categoryId=51007
손및손목염증 [Hand and wrist inflammation],https://terms.naver.com/entry.naver?docId=6225812&cid=51007&categoryId=51007
"손발 저림, 감각 없음 [paresthesia, numbness]",https://terms.naver.com/entry.naver?docId=927367&cid=51007&categoryId=51007
쇄골골절 [Clavicle fracture],https://terms.naver.com/entry.naver?docId=6225982&cid=51007&categoryId=51007
쇠약감 [general weakness],https://terms.naver.com/entry.naver?docId=927551&cid=51007&categoryId=51007
쇼그렌 증후군 [Sjogren's syndrome],https://terms.naver.com/entry.naver?docId=926630&cid=51007&categoryId=51007
